testName,output,vmIpAddr,cpuType,cpuMhz,sampleTime,elapsedTime,cputime,dsr,dsw,nbr,nbs,cpuusr,cpukrn,cpuidle,cpuIoWait,cIntSrvc,cSftIntSrvc,cCtxtSw,cpuNice,cpuSteal,dskRds,dskMrgdRds,dskReadTm,dskWrts,dskMrgdWrts,dskWrtTm,ldAvg,time
,27062,10.0.1.246,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,84,24438,1328,1560,57059,102799,23884,554,9352,2,0,1,63049,0,2,17,0,96,114,81,4,4.48,84
,27423,10.0.1.250,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,80,24405,1328,1368,54476,97874,23839,566,7834,1,0,1,61921,0,3,17,0,32,97,74,16,4.89,80
,27471,10.0.1.251,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,80,24390,1328,1504,56407,101407,23862,528,7851,2,0,2,62629,0,2,17,0,76,110,78,0,4.45,80
,27374,10.0.1.252,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,80,24372,1328,1344,54759,98089,23871,501,7785,1,0,2,61227,0,1,17,0,48,100,68,8,4.81,80
,27430,10.0.1.253,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,80,24392,1328,1280,52546,94411,23888,504,7847,2,0,1,60788,0,2,17,0,64,96,64,0,4.75,80
,25283,10.0.1.254,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,80,24330,1328,1296,53082,94861,23769,561,7844,2,0,1,60094,0,126,17,0,68,93,69,4,4.8,80
,26962,10.0.1.30,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,80,24388,1328,1336,55545,99701,23873,515,7770,1,0,1,61560,0,0,17,0,104,97,70,0,4.37,80
,27240,10.0.1.40,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,80,24397,1328,1504,56817,101659,23872,525,7840,6,0,1,64088,0,2,17,0,160,115,73,4,4.42,80
,27123,10.0.1.48,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.674,1.51E+09,80,24295,1328,1320,50089,89389,23845,450,7954,2,0,2,58002,0,1,17,0,96,96,69,8,5.1,80
,27432,10.0.1.52,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,80,24386,1328,1376,54707,98089,23886,500,7871,2,0,0,61115,0,1,17,0,40,97,75,8,4.19,80
,27545,10.0.1.54,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,80,24427,1328,1520,56103,100405,23878,549,7708,0,0,1,64012,0,2,17,0,76,107,83,144,4.66,80
,26141,10.0.1.57,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,85,24464,1328,1496,58332,104874,23885,579,9709,2,0,4,64700,0,1,17,0,28,105,82,16,4.42,85
,27250,10.0.1.65,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,85,24439,1328,1416,58311,104905,23886,553,9714,4,0,2,64494,0,2,17,0,128,105,72,8,4.38,85
,27765,10.0.1.70,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,85,24461,1328,1456,58339,104815,23904,557,9784,2,0,0,63474,0,1,17,0,84,113,69,0,4.51,85
,27311,10.0.1.75,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,79,24370,1328,1296,52751,94591,23843,527,7483,5,0,2,60582,0,1,17,0,156,97,65,16,4.72,79
,27194,10.0.1.82,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,79,24408,1328,1352,54603,98089,23872,536,7486,3,0,2,61557,0,1,17,0,108,97,72,4,5.63,79
,27644,10.0.1.9,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,78,24361,1328,1656,54016,96727,23888,473,7033,2,0,0,62664,0,2,17,0,76,121,86,0,4.68,78
,26855,10.0.1.98,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,80,24364,1328,1312,54624,98753,23870,494,7752,3,0,1,60712,0,1,17,0,64,99,65,0,4.72,80
TOTAL,,,,,,,1219894,66400,70856,2759950,4958056,1193556,26338,403925,117,0,56,3099423,0,247,850,0,3864,5155,3702,680,5.044219,80
AVERAGE,,,,,,,24397.88,1328,1417.12,55199,99161.12,23871.12,526.76,8078.5,2.34,0,1.12,61988.46,0,4.94,17,0,77.28,103.1,74.04,13.6,0.100884,1
