testName,output,vmIpAddr,cpuType,cpuMhz,sampleTime,elapsedTime,cputime,dsr,dsw,nbr,nbs,cpuusr,cpukrn,cpuidle,cpuIoWait,cIntSrvc,cSftIntSrvc,cCtxtSw,cpuNice,cpuSteal,dskRds,dskMrgdRds,dskReadTm,dskWrts,dskMrgdWrts,dskWrtTm,ldAvg,time
,27438,10.0.1.250,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24382,1328,1512,53793,96550,23897,485,8853,3,0,1,61156,0,1,17,0,180,106,83,0,4.85,83
,27659,10.0.1.33,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.30E+01,24361,1328,1424,52291,93868,23879,482,8748,2,0,1,62048,0,2,17,0,132,105,73,4,4.79,83
,27234,10.0.1.34,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.679,1.51E+09,8.30E+01,24335,1328,1272,54579,98532,23849,486,8706,1,0,1,61392,0,2,17,0,88,96,63,0,4.72,83
,27315,10.0.1.35,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.30E+01,24334,1328,1336,54579,98532,23851,483,8553,1,0,2,61762,0,2,17,0,64,98,69,4,5.02,83
,27547,10.0.1.37,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.30E+01,24377,1328,1328,55553,100502,23854,523,9125,2,0,2,62434,0,1,17,0,48,102,64,0,4.98,83
,27437,10.0.1.4,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,8.30E+01,24367,1328,1576,55645,99902,23880,487,9083,3,0,0,61948,0,1,17,0,148,118,79,0,4.89,83
,26953,10.0.1.44,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24350,1328,1304,53717,96828,23860,490,8809,1,0,0,60488,0,1,17,0,48,99,64,8,5.06,83
,27506,10.0.1.48,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24383,1328,1336,54731,98712,23895,488,8850,2,0,1,61917,0,1,17,0,64,99,68,4,5.24,83
,26958,10.0.1.52,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.10E+01,24343,1328,1216,53031,95182,23889,454,8125,3,0,1,59175,0,0,17,0,88,92,60,4,4.6,81
,27373,10.0.1.55,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24368,1328,1312,55569,100326,23884,484,8873,1,0,1,62136,0,1,17,0,96,101,63,0,4.79,83
,27067,10.0.1.60,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1800,1.51E+09,8.30E+01,24411,1328,1328,53311,96627,23813,598,8798,2,0,1,61395,0,24,17,0,32,98,68,0,4.58,83
,27678,10.0.1.64,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.30E+01,24380,1328,1272,53945,97062,23907,473,8594,3,0,2,59776,0,2,17,0,52,96,63,4,4.77,83
,27692,10.0.1.66,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.30E+01,24401,1328,1336,55437,100236,23890,511,8837,2,0,0,61525,0,2,17,0,100,99,68,0,4.98,83
,27216,10.0.1.69,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1799.999,1.51E+09,8.30E+01,24350,1328,1288,54021,97188,23885,465,8809,2,0,3,60727,0,0,17,0,76,97,64,0,5,83
,26935,10.0.1.73,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,8.30E+01,24362,1328,1360,54771,98943,23874,488,8613,1,0,1,61297,0,2,17,0,68,97,73,0,4.72,83
,26509,10.0.1.8,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.673,1.51E+09,8.30E+01,24374,1328,1360,53713,96860,23762,612,9014,4,0,1,61365,0,49,17,0,224,100,70,0,4.82,83
,26719,10.0.1.84,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.20E+01,24373,1328,1248,50923,91288,23859,514,8413,1,0,1,60012,0,1,17,0,32,93,63,24,4.9,82
,26986,10.0.1.85,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24373,1328,1336,55545,100236,23868,505,8861,2,0,2,62542,0,3,17,0,104,99,68,4,4.82,83
,27539,10.0.1.87,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24371,1328,1288,54704,98622,23908,463,8753,2,0,1,60803,0,2,17,0,56,97,64,12,4.64,83
,27162,10.0.1.98,Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz,1795.672,1.51E+09,8.30E+01,24384,1328,1320,53559,96828,23867,517,8600,3,0,2,60912,0,3,17,0,92,97,68,0,5.27,83
TOTAL,,,,,,,1194051,65072,65912,2643749,4767833,1169691,24360,433283,251,0,56,2989937,0,304,833,0,6736,4915,3324,1072,4.867693,82
AVERAGE,,,,,,,24368.39,1328,1345.143,53954.06,97302.71,23871.24,497.1429,8842.51,5.122449,0,1.142857,61019.12,0,6.204082,17,0,137.4694,100.3061,67.83673,21.87755,0.099341,1
